Vardas              Pavarde             Galutinis balas     
Vardas69477         Pavarde69477        5.64                
Vardas6948          Pavarde6948         6.6                 
Vardas69482         Pavarde69482        7.36                
Vardas69485         Pavarde69485        7.04                
Vardas69487         Pavarde69487        5.84                
Vardas69488         Pavarde69488        6.52                
Vardas6949          Pavarde6949         6.16                
Vardas69491         Pavarde69491        7.6                 
Vardas69492         Pavarde69492        6                   
Vardas69495         Pavarde69495        5.16                
Vardas69496         Pavarde69496        7.84                
Vardas69497         Pavarde69497        7.08                
Vardas69498         Pavarde69498        7.88                
Vardas69499         Pavarde69499        6                   
Vardas69500         Pavarde69500        7.32                
Vardas69502         Pavarde69502        7.24                
Vardas69504         Pavarde69504        7.32                
Vardas69507         Pavarde69507        5.4                 
Vardas6951          Pavarde6951         6.44                
Vardas69516         Pavarde69516        5.4                 
Vardas69517         Pavarde69517        6.2                 
Vardas69518         Pavarde69518        7.76                
Vardas69522         Pavarde69522        7.76                
Vardas69527         Pavarde69527        7.56                
Vardas69528         Pavarde69528        5                   
Vardas6953          Pavarde6953         7.04                
Vardas69531         Pavarde69531        8.4                 
Vardas69538         Pavarde69538        5.2                 
Vardas69544         Pavarde69544        7.6                 
Vardas69545         Pavarde69545        7.76                
Vardas69546         Pavarde69546        5.88                
Vardas69547         Pavarde69547        5.44                
Vardas69550         Pavarde69550        6.08                
Vardas69552         Pavarde69552        6                   
Vardas69556         Pavarde69556        7.8                 
Vardas69557         Pavarde69557        8.16                
Vardas69558         Pavarde69558        6.6                 
Vardas69559         Pavarde69559        5.2                 
Vardas69560         Pavarde69560        5.72                
Vardas69561         Pavarde69561        7.04                
Vardas69562         Pavarde69562        5.32                
Vardas69563         Pavarde69563        7.76                
Vardas69564         Pavarde69564        6.36                
Vardas69569         Pavarde69569        6.16                
