Vardas              Pavarde             Galutinis balas     
Vardas46110         Pavarde46110        4.24                
Vardas46112         Pavarde46112        4.64                
Vardas46114         Pavarde46114        3.12                
Vardas46118         Pavarde46118        1.36                
Vardas46123         Pavarde46123        2.64                
Vardas46124         Pavarde46124        2.76                
Vardas46127         Pavarde46127        3.52                
Vardas46128         Pavarde46128        3.68                
Vardas46129         Pavarde46129        2.6                 
Vardas46130         Pavarde46130        4.52                
Vardas46131         Pavarde46131        4.12                
Vardas46138         Pavarde46138        4.52                
Vardas46140         Pavarde46140        2.8                 
Vardas46141         Pavarde46141        3                   
Vardas46145         Pavarde46145        3.96                
Vardas4615          Pavarde4615         2.28                
Vardas46150         Pavarde46150        4.36                
Vardas46151         Pavarde46151        4.68                
Vardas46153         Pavarde46153        1.84                
Vardas46154         Pavarde46154        3.08                
Vardas46156         Pavarde46156        3.08                
Vardas46157         Pavarde46157        3.04                
Vardas46161         Pavarde46161        2.64                
Vardas46164         Pavarde46164        4.88                
Vardas46166         Pavarde46166        4.36                
Vardas46167         Pavarde46167        2.56                
Vardas46170         Pavarde46170        2.04                
Vardas46171         Pavarde46171        4.64                
Vardas46174         Pavarde46174        3.6                 
Vardas46178         Pavarde46178        2.04                
Vardas46179         Pavarde46179        3.88                
Vardas4618          Pavarde4618         3.4                 
Vardas46180         Pavarde46180        3.96                
Vardas46181         Pavarde46181        2.96                
Vardas46182         Pavarde46182        1.96                
Vardas46183         Pavarde46183        4.12                
Vardas46184         Pavarde46184        3.96                
Vardas46186         Pavarde46186        2.68                
Vardas46187         Pavarde46187        3.28                
Vardas46188         Pavarde46188        3.88                
Vardas4619          Pavarde4619         2.68                
Vardas46193         Pavarde46193        2.4                 
Vardas46199         Pavarde46199        1.96                
